uf_busca,cidade_busca,nome,grau,turno,mensalidade,bolsa_integral_cotas,bolsa_integral_ampla,bolsa_parcial_cotas,bolsa_parcial_ampla,nota_integral_ampla,nota_integral_cotas,nota_parcial_ampla,nota_parcial_cotas
CE,Acarau,Administração,Bacharelado,Curso a Distância,269.00,3,1,0,0,611.66,583.88,0,0
CE,Aracati,Administração,Bacharelado,Noturno,570.00,2,1,0,0,666.40,597.98,0,0
CE,Aracati,Administração,Bacharelado,Matutino,444.00,1,1,0,0,626.60,632.52,0,0
CE,Baturite,Administração,Bacharelado,Curso a Distância,402.65,1,0,0,0,597.02,0,0,0
CE,Camocim,Administração,Bacharelado,Curso a Distância,229.00,3,1,0,0,592.50,586.50,0,0
CE,Caninde,Administração,Bacharelado,Curso a Distância,259.00,3,1,0,0,589.60,577.64,0,0
CE,Caucaia,Administração,Bacharelado,Matutino,715.00,0,0,0,50,0,0,498.60,0
CE,Caucaia,Administração,Bacharelado,Noturno,715.00,0,0,0,50,0,0,526.08,0
CE,Caucaia,Administração,Bacharelado,Curso a Distância,229.00,1,1,0,0,585.26,593.48,0,0
CE,Fortaleza,Administração,Bacharelado,Curso a Distância,422.80,2,1,0,0,622.24,624.34,0,0
CE,Fortaleza,Administração,Bacharelado,Matutino,1133.40,4,2,0,0,641.14,631.90,0,0
CE,Fortaleza,Administração,Bacharelado,Noturno,1133.40,4,2,0,0,653.98,635.16,0,0
CE,Fortaleza,Administração,Bacharelado,Curso a Distância,422.80,3,2,0,0,627.04,575.40,0,0
CE,Fortaleza,Administração,Bacharelado,Curso a Distância,422.80,2,1,0,0,624.48,582.18,0,0
CE,Fortaleza,Administração,Bacharelado,Matutino,684.29,3,2,0,0,632.34,631.72,0,0
CE,Fortaleza,Administração,Bacharelado,Vespertino,627.14,3,1,0,0,643.88,625.60,0,0
CE,Fortaleza,Administração,Bacharelado,Matutino,741.43,1,0,0,0,634.10,0,0,0
CE,Fortaleza,Administração,Bacharelado,Noturno,1125.00,0,2,0,0,644.42,0,0,0
CE,Fortaleza,Administração,Bacharelado,Curso a Distância,298.00,0,0,1,0,0,0,588.98,0
CE,Fortaleza,Administração,Bacharelado,Noturno,1125.00,1,0,1,1,643.64,0,587.62,605.24
CE,Fortaleza,Administração,Bacharelado,Matutino,1125.00,1,1,1,1,649.52,632.00,642.78,583.34
CE,Fortaleza,Administração,Bacharelado,Noturno,1125.00,1,1,1,1,644.24,623.08,599.86,573.16
CE,Fortaleza,Administração,Bacharelado,Matutino,541.50,1,0,8,4,622.20,0,588.62,581.52
CE,Fortaleza,Administração,Bacharelado,Curso a Distância,347.72,1,0,1,0,585.96,0,599.94,0
CE,Fortaleza,Administração,Bacharelado,Noturno,627.00,1,0,1,1,624.78,0,582.54,590.02
CE,Fortaleza,Administração,Bacharelado,Noturno,522.54,1,0,6,3,663.72,0,578.12,575.62
CE,Fortaleza,Administração,Bacharelado,Matutino,503.59,1,0,2,1,611.76,0,584.40,595.50
CE,Fortaleza,Administração,Bacharelado,Noturno,517.34,3,2,0,0,615.32,615.90,0,0
CE,Fortaleza,Administração,Bacharelado,Noturno,517.34,2,1,0,0,632.20,618.08,0,0
CE,Fortaleza,Administração,Bacharelado,Noturno,715.00,0,0,0,70,0,0,504.08,0
CE,Fortaleza,Administração,Bacharelado,Noturno,580.00,0,0,0,74,0,0,520.46,0
CE,Fortaleza,Administração,Bacharelado,Matutino,1200.00,0,0,0,1,0,0,532.76,0
CE,Fortaleza,Administração,Bacharelado,Noturno,1200.00,0,0,0,1,0,0,563.18,0
CE,Fortaleza,Administração,Bacharelado,Curso a Distância,325.00,0,0,1,0,0,0,560.44,0
CE,Fortaleza,Administração,Bacharelado,Matutino,706.55,3,1,0,5,617.28,607.34,498.42,0
CE,Fortaleza,Administração,Bacharelado,Vespertino,706.55,3,1,0,5,599.80,600.70,450.00,0
CE,Fortaleza,Administração,Bacharelado,Noturno,706.55,3,1,0,5,631.06,609.62,519.96,0
CE,Fortaleza,Administração,Bacharelado,Noturno,606.90,1,1,1,1,624.44,632.34,597.60,573.06
CE,Fortaleza,Administração,Bacharelado,Matutino,627.00,0,0,3,2,0,0,595.80,604.84
CE,Fortaleza,Administração,Bacharelado,Matutino,1152.70,0,0,0,60,0,0,450.00,0
CE,Fortaleza,Administração,Bacharelado,Noturno,1152.70,0,0,0,60,0,0,490.40,0
CE,Fortaleza,Administração,Bacharelado,Matutino,1152.70,0,0,0,60,0,0,450.00,0
CE,Fortaleza,Administração,Bacharelado,Noturno,1152.70,0,0,0,60,0,0,450.00,0
CE,Fortaleza,Administração,Bacharelado,Noturno,522.50,2,1,0,0,608.92,614.46,0,0
CE,Fortaleza,Administração,Bacharelado,Matutino,473.10,2,1,0,0,629.42,611.56,0,0
CE,Fortaleza,Administração,Bacharelado,Noturno,792.50,5,2,0,0,633.78,629.62,0,0
CE,Fortaleza,Administração,Bacharelado,Curso a Distância,279.00,5,2,0,0,589.90,584.30,0,0
CE,Fortaleza,Administração,Bacharelado,Curso a Distância,319.00,1,1,0,0,577.56,577.62,0,0
CE,Fortaleza,Administração,Bacharelado,Curso a Distância,259.00,21,10,0,0,596.02,596.92,0,0
CE,Ico,Administração,Bacharelado,Noturno,611.21,1,1,0,0,619.96,624.74,0,0
CE,Iguatu,Administração,Bacharelado,Curso a Distância,333.00,1,0,0,0,611.48,0,0,0
CE,Iguatu,Administração,Bacharelado,Matutino,478.00,1,1,2,1,602.56,620.38,590.06,572.92
CE,Iguatu,Administração,Bacharelado,Noturno,478.00,1,1,3,1,627.24,619.22,634.56,569.42
CE,Itapipoca,Administração,Bacharelado,Curso a Distância,289.00,7,3,0,0,622.74,612.56,0,0
CE,Juazeiro do Norte,Administração,Bacharelado,Noturno,746.82,1,0,0,0,633.42,0,0,0
CE,Juazeiro do Norte,Administração,Bacharelado,Matutino,692.51,2,1,0,0,658.72,626.58,0,0
CE,Juazeiro do Norte,Administração,Bacharelado,Noturno,615.60,3,2,0,0,623.10,625.04,0,0
CE,Juazeiro do Norte,Administração,Bacharelado,Noturno,792.50,2,1,0,0,615.54,613.62,0,0
CE,Limoeiro do Norte,Administração,Bacharelado,Noturno,486.00,1,1,0,25,622.96,606.46,531.78,0
CE,Limoeiro do Norte,Administração,Bacharelado,Curso a Distância,299.00,1,0,0,0,574.86,0,0,0
CE,Maracanau,Administração,Bacharelado,Curso a Distância,327.00,1,1,0,0,610.50,603.10,0,0
CE,Maracanau,Administração,Bacharelado,Curso a Distância,327.65,1,0,0,0,601.38,0,0,0
CE,Maracanau,Administração,Bacharelado,Noturno,558.44,2,1,0,0,629.32,625.50,0,0
CE,Marco,Administração,Bacharelado,Curso a Distância,333.00,1,0,0,0,581.04,0,0,0
CE,Quixada,Administração,Bacharelado,Noturno,666.14,1,1,0,0,675.00,653.14,0,0
CE,Quixeramobim,Administração,Bacharelado,Curso a Distância,417.14,2,1,0,0,618.48,593.44,0,0
CE,Sao Goncalo do Amarante,Administração,Bacharelado,Curso a Distância,333.00,1,0,0,0,610.18,0,0,0
CE,Sao Goncalo do Amarante,Administração,Bacharelado,Noturno,482.93,3,2,0,0,588.46,606.38,0,0
CE,Sobral,Administração,Bacharelado,Matutino,450.00,0,0,1,0,0,0,612.46,0
CE,Sobral,Administração,Bacharelado,Noturno,450.00,0,0,1,0,0,0,608.80,0
CE,Sobral,Administração,Bacharelado,Noturno,792.50,2,1,0,0,665.40,649.46,0,0
CE,Sobral,Administração,Bacharelado,Curso a Distância,289.00,9,5,0,0,630.46,634.24,0,0
CE,Tiangua,Administração,Bacharelado,Matutino,522.50,2,3,0,8,613.44,616.30,563.32,0
CE,Tiangua,Administração,Bacharelado,Noturno,522.00,2,1,0,2,729.04,602.34,614.08,0
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,684.29,5,3,0,0,629.96,622.92,0,0
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,627.14,4,2,0,0,626.38,630.32,0,0
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,598.57,3,1,0,0,624.06,644.42,0,0
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,0,1,0,670.56,0,627.10,0
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,461.56,0,0,7,3,0,0,588.78,565.56
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,461.56,0,0,1,0,0,0,570.28,0
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,510.31,0,0,1,70,0,0,520.46,534.64
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,325.00,0,0,1,0,0,0,617.08,0
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,446.00,0,0,3,2,0,0,582.20,591.58
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,969.10,0,0,0,24,0,0,489.84,0
CE,Fortaleza,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,969.10,0,0,0,25,0,0,450.00,0
CE,Ico,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,647.14,1,1,0,0,615.92,615.58,0,0
CE,Iguatu,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,0,0,0,581.44,0,0,0
CE,Juazeiro do Norte,Análise e Desenvolvimento de Sistemas,Tecnológico,Matutino,645.49,1,1,0,0,674.46,596.20,0,0
CE,Juazeiro do Norte,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,645.49,3,1,0,0,645.62,619.02,0,0
CE,Juazeiro do Norte,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,660.25,3,2,0,0,619.66,603.58,0,0
CE,Limoeiro do Norte,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,299.00,1,0,0,0,598.80,0,0,0
CE,Marco,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,0,0,0,570.08,0,0,0
CE,Sao Goncalo do Amarante,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,333.00,1,0,0,0,577.48,0,0,0
CE,Sao Goncalo do Amarante,Análise e Desenvolvimento de Sistemas,Tecnológico,Noturno,379.20,1,0,0,0,591.22,0,0,0
CE,Sobral,Análise e Desenvolvimento de Sistemas,Tecnológico,Curso a Distância,274.00,1,0,0,0,641.72,0,0,0
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Vespertino,1516.80,3,2,0,0,676.90,666.42,0,0
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Noturno,1516.80,3,1,0,0,672.70,661.24,0,0
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Matutino,1489.00,1,1,0,0,670.34,653.80,0,0
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Noturno,1489.00,2,1,0,0,660.86,658.74,0,0
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Matutino,1955.00,1,1,2,1,724.82,661.12,636.70,593.08
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Noturno,1955.00,2,1,1,1,689.48,677.56,602.44,592.00
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Noturno,1066.01,1,0,1,0,633.64,0,493.14,0
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Matutino,1007.11,1,1,3,2,646.94,661.86,595.72,594.36
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Noturno,755.45,2,1,0,0,637.04,642.02,0,0
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Matutino,1035.50,1,0,3,1,678.94,0,665.22,613.52
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Noturno,1035.50,1,0,3,1,644.50,0,590.96,593.10
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Matutino,1926.46,0,0,0,40,0,0,541.48,0
CE,Fortaleza,Arquitetura e Urbanismo,Bacharelado,Noturno,1926.45,0,0,0,40,0,0,533.30,0
CE,Juazeiro do Norte,Arquitetura e Urbanismo,Bacharelado,Noturno,1255.36,3,1,4,2,688.60,653.60,645.96,624.78
CE,Juazeiro do Norte,Arquitetura e Urbanismo,Bacharelado,Matutino,1316.70,3,2,0,0,672.94,644.44,0,0
CE,Juazeiro do Norte,Arquitetura e Urbanismo,Bacharelado,Noturno,1316.70,3,2,0,0,664.64,655.12,0,0
CE,Quixada,Arquitetura e Urbanismo,Bacharelado,Noturno,1193.07,2,1,0,0,656.64,627.04,0,0
CE,Fortaleza,Artes VIsuais,Licenciatura,Curso a Distância,237.00,0,0,1,0,0,0,596.36,0
CE,Sobral,Artes VIsuais,Licenciatura,Curso a Distância,237.00,1,0,0,0,640.88,0,0,0
CE,Fortaleza,Biblioteconomia,Bacharelado,Curso a Distância,356.80,1,0,0,0,619.54,0,0,0
CE,Fortaleza,Biologia,Licenciatura,Curso a Distância,299.00,1,0,0,0,625.42,0,0,0
CE,Fortaleza,Biomedicina,Bacharelado,Noturno,1278.00,5,2,0,0,710.30,676.70,0,0
CE,Fortaleza,Biomedicina,Bacharelado,Noturno,1278.00,4,2,0,0,669.60,657.86,0,0
CE,Fortaleza,Biomedicina,Bacharelado,Matutino,984.06,0,0,0,1,0,0,640.04,0
CE,Fortaleza,Biomedicina,Bacharelado,Noturno,984.06,0,0,0,1,0,0,637.24,0
CE,Fortaleza,Biomedicina,Bacharelado,Matutino,1357.90,0,0,0,40,0,0,565.36,0
CE,Fortaleza,Biomedicina,Bacharelado,Noturno,1357.90,0,0,0,40,0,0,538.86,0
CE,Fortaleza,Biomedicina,Bacharelado,Matutino,709.14,4,2,0,0,652.74,645.56,0,0
CE,Fortaleza,Biomedicina,Bacharelado,Matutino,945.52,3,1,0,0,672.52,667.46,0,0
CE,Juazeiro do Norte,Biomedicina,Bacharelado,Matutino,1352.10,1,1,0,0,731.26,650.68,0,0
CE,Juazeiro do Norte,Biomedicina,Bacharelado,Noturno,1352.10,1,0,0,0,678.82,0,0,0
CE,Fortaleza,Ciência da Computação,Bacharelado,Noturno,1149.00,0,2,0,0,657.82,0,0,0
CE,Fortaleza,Ciência da Computação,Bacharelado,Noturno,476.98,2,1,0,0,656.20,639.60,0,0
CE,Fortaleza,Ciência da Computação,Bacharelado,Noturno,794.44,2,1,0,0,637.18,642.20,0,0
CE,Fortaleza,Ciência da Computação,Bacharelado,Noturno,627.48,1,1,1,1,640.96,663.16,644.18,630.48
CE,Fortaleza,Ciência Política,Bacharelado,Curso a Distância,274.00,1,0,0,0,640.58,0,0,0
CE,Fortaleza,Ciências Biológicas,Licenciatura,Curso a Distância,213.00,1,0,0,0,622.78,0,0,0
CE,Fortaleza,Ciências Biológicas,Licenciatura,Curso a Distância,285.00,1,0,1,0,661.34,0,593.76,0
CE,Fortaleza,Ciências Biológicas,Licenciatura,Curso a Distância,285.00,1,0,1,0,652.94,0,610.24,0
CE,Acarau,Ciências Contábeis,Bacharelado,Curso a Distância,259.00,4,2,0,0,626.32,608.84,0,0
CE,Aracati,Ciências Contábeis,Bacharelado,Noturno,570.00,3,2,0,0,640.40,607.72,0,0
CE,Baturite,Ciências Contábeis,Bacharelado,Curso a Distância,402.65,1,0,0,0,593.48,0,0,0
CE,Camocim,Ciências Contábeis,Bacharelado,Curso a Distância,239.00,1,0,0,0,597.84,0,0,0
CE,Caucaia,Ciências Contábeis,Bacharelado,Matutino,715.00,2,1,3,51,645.00,638.82,450.00,522.60
